student_id,Name,batch_id,teacher_name,month,attendance_status,attendance_rate,hours_studied_per_week,previous_failures,attendance_percentage,quizzes_completed,assignments_completed,lms_engagement_score,dropout_risk,course_demand,gpa,predicted_performance,timestamp,course
S1001,Student_1_1,B001,Taha,February,Absent,0.52,7.64,0,47.3,50,10,69.37,High,Low,2.6,Average,07:59.2,Business Analytics
S1002,Student_1_2,B001,Taha,February,Absent,0.48,5.53,3,72.8,37,15,73.01,High,Moderate,3.45,Above Average,00:58.3,Business Analytics
S1003,Student_1_3,B001,Taha,February,Present,0.49,7.58,0,42.7,46,9,33.34,Low,High,3.44,Above Average,23:47.2,Business Analytics
S1004,Student_1_4,B001,Taha,February,Absent,0.64,5.97,1,66.4,48,3,90.47,Medium,Moderate,2.46,Below Average,06:56.2,Business Analytics
S1005,Student_1_5,B001,Taha,February,Present,0.64,8.8,0,61.6,50,12,25.88,Medium,High,3.06,Average,06:39.4,Business Analytics
S1006,Student_1_6,B001,Taha,February,Present,0.88,1.6,3,68.5,32,9,26.61,Medium,High,3.45,Above Average,10:01.4,Business Analytics
S1007,Student_1_7,B001,Taha,February,Present,0.43,5.77,3,64,31,13,18.64,Low,Low,3.81,Excellent,19:16.5,Business Analytics
S1008,Student_1_8,B001,Taha,February,Absent,0.75,1.13,1,95.9,50,13,38.14,Medium,Low,3.42,Above Average,06:11.4,Business Analytics
S1009,Student_1_9,B001,Taha,February,Present,0.81,2.1,2,62.1,49,2,45.86,High,Moderate,2.82,Average,16:18.2,Business Analytics
S1010,Student_1_10,B001,Taha,February,Present,0.64,1.84,0,79,41,13,17.41,High,High,2.28,Below Average,06:36.2,Business Analytics
S1011,Student_1_11,B001,Taha,February,Present,0.81,2,0,56.4,50,8,31.01,High,High,2.26,Below Average,21:52.2,Business Analytics
S1012,Student_1_12,B001,Taha,February,Present,0.91,7.49,0,45.6,34,1,43.18,High,Low,2.29,Below Average,17:21.5,Business Analytics
S1013,Student_1_13,B001,Taha,February,Present,0.55,7.4,2,53.7,50,15,67.04,Medium,Moderate,2.29,Below Average,05:42.3,Business Analytics
S1014,Student_1_14,B001,Taha,February,Present,0.6,5.13,3,59,35,8,76.64,High,High,3.34,Above Average,02:24.4,Business Analytics
S1015,Student_1_15,B001,Taha,February,Absent,0.82,5.44,1,93.3,47,14,71.69,High,High,3.07,Average,19:14.4,Business Analytics
S1016,Student_1_16,B001,Taha,February,Present,0.72,4.63,3,69.3,42,11,99.73,Medium,Low,2.76,Average,21:41.3,Business Analytics
S1017,Student_1_17,B001,Taha,February,Present,0.52,3.37,2,63.8,50,8,87.02,Low,High,2.96,Average,21:54.4,Business Analytics
S1018,Student_1_18,B001,Taha,February,Present,0.71,7.74,0,52,36,5,66.35,Low,Moderate,3.75,Excellent,10:04.2,Business Analytics
S1019,Student_1_19,B001,Taha,February,Absent,0.72,1.39,1,40.8,36,11,85.25,Low,Moderate,2.96,Average,05:09.5,Business Analytics
S1020,Student_1_20,B001,Taha,February,Present,0.99,4.79,1,94.5,45,2,46.36,High,Low,2.3,Below Average,11:35.4,Business Analytics
S1021,Student_1_21,B001,Taha,February,Absent,0.58,8.33,2,46.4,31,12,43.3,Low,Moderate,3.49,Above Average,16:22.2,Business Analytics
S1022,Student_1_22,B001,Taha,February,Absent,0.83,9.06,0,99.7,46,7,96.83,High,Low,3.97,Excellent,15:37.1,Business Analytics
S1023,Student_1_23,B001,Taha,February,Absent,0.74,8.74,1,50.2,30,1,55.54,High,High,2.37,Below Average,01:23.5,Business Analytics
S1024,Student_1_24,B001,Taha,February,Absent,0.73,3.04,1,51.1,46,15,40.67,Medium,Moderate,3.22,Average,04:46.1,Business Analytics
S1025,Student_1_25,B001,Taha,February,Absent,0.73,2.34,1,40.8,33,4,45.85,Medium,Moderate,2.62,Average,10:01.4,Business Analytics
S1026,Student_1_26,B001,Taha,February,Present,0.43,2.49,0,98.9,39,7,90.37,Low,High,3.24,Average,09:02.6,Business Analytics
S1027,Student_1_27,B001,Taha,February,Present,0.5,6.58,3,51.3,48,9,62.54,High,High,2.26,Below Average,08:49.4,Business Analytics
S1028,Student_1_28,B001,Taha,February,Absent,0.41,1.49,2,51.9,36,6,48.67,Medium,Moderate,2.31,Below Average,08:05.4,Business Analytics
S1029,Student_1_29,B001,Taha,February,Present,0.83,4.24,0,66.5,50,8,66.19,Low,Moderate,2.06,Below Average,12:50.4,Business Analytics
S1030,Student_1_30,B001,Taha,February,Present,0.81,4.13,1,45.3,46,5,11.52,Low,Moderate,3.81,Excellent,16:03.4,Business Analytics
S1001,Student_1_1,B001,Taha,March,Present,0.48,1.14,3,97.4,40,3,30.49,High,Low,2.2,Below Average,18:56.8,Business Analytics
S1002,Student_1_2,B001,Taha,March,Present,0.93,5.94,3,53.6,34,2,52.97,Low,Moderate,3.96,Excellent,20:24.6,Business Analytics
S1003,Student_1_3,B001,Taha,March,Present,0.83,7.39,2,48.5,48,8,69.17,High,Moderate,3.28,Average,13:49.0,Business Analytics
S1004,Student_1_4,B001,Taha,March,Absent,0.6,4.16,0,60.4,42,4,15.85,Low,Low,3.39,Above Average,08:28.3,Business Analytics
S1005,Student_1_5,B001,Taha,March,Present,0.66,1.18,2,41.3,46,6,52.19,Medium,Moderate,3.52,Above Average,08:39.2,Business Analytics
S1006,Student_1_6,B001,Taha,March,Present,0.82,1.42,2,89.2,42,5,66.97,Medium,Low,3.63,Above Average,07:01.3,Business Analytics
S1007,Student_1_7,B001,Taha,March,Absent,0.84,7.69,0,66.8,43,11,51.13,High,Low,3.7,Excellent,15:37.1,Business Analytics
S1008,Student_1_8,B001,Taha,March,Absent,0.4,6.33,1,80.9,33,3,73.67,Low,Low,3.61,Above Average,03:35.3,Business Analytics
S1009,Student_1_9,B001,Taha,March,Present,0.45,5.36,3,61.1,50,14,29.43,High,Moderate,2.06,Below Average,11:12.4,Business Analytics
S1010,Student_1_10,B001,Taha,March,Absent,0.44,5.61,3,90.7,30,7,30.78,High,Low,3.32,Above Average,16:35.3,Business Analytics
S1011,Student_1_11,B001,Taha,March,Absent,0.99,5.02,0,96.6,42,1,80.75,Low,Low,2.93,Average,19:53.4,Business Analytics
S1012,Student_1_12,B001,Taha,March,Present,0.54,7.07,3,52.7,47,3,35.79,Low,Low,2.52,Average,20:49.8,Business Analytics
S1013,Student_1_13,B001,Taha,March,Absent,0.68,5.52,0,74.6,46,11,98.64,High,Low,2.52,Average,02:04.3,Business Analytics
S1014,Student_1_14,B001,Taha,March,Absent,0.55,7.39,0,70.6,38,10,93.57,High,High,3.88,Excellent,05:53.6,Business Analytics
S1015,Student_1_15,B001,Taha,March,Present,0.46,3.16,2,99.3,36,14,84.13,Medium,High,3.11,Average,13:13.4,Business Analytics
S1016,Student_1_16,B001,Taha,March,Present,0.61,3.37,3,53.3,49,8,11.07,Low,Moderate,2.16,Below Average,16:54.2,Business Analytics
S1017,Student_1_17,B001,Taha,March,Present,0.81,4.49,0,87.3,43,1,42.64,Low,Moderate,3.86,Excellent,23:56.2,Business Analytics
S1018,Student_1_18,B001,Taha,March,Absent,0.55,5.45,0,63.4,39,2,84.63,Low,Moderate,3.59,Above Average,21:59.8,Business Analytics
S1019,Student_1_19,B001,Taha,March,Present,0.85,3.17,0,46,39,7,54.77,High,Moderate,2.01,Below Average,03:54.4,Business Analytics
S1020,Student_1_20,B001,Taha,March,Present,0.74,7.39,1,95.6,42,10,29.44,Medium,High,3.14,Average,18:12.3,Business Analytics
S1021,Student_1_21,B001,Taha,March,Present,0.57,3.02,1,52.2,50,7,47,Low,High,2.74,Average,14:25.4,Business Analytics
S1022,Student_1_22,B001,Taha,March,Absent,0.64,7.04,1,88.9,32,3,79.27,High,Moderate,3.53,Above Average,19:16.5,Business Analytics
S1023,Student_1_23,B001,Taha,March,Present,0.56,2,1,89.3,43,10,15.12,High,Moderate,3.32,Above Average,15:53.5,Business Analytics
S1024,Student_1_24,B001,Taha,March,Present,0.49,9.17,0,90.9,30,1,96.99,Low,Low,3.08,Average,02:53.4,Business Analytics
S1025,Student_1_25,B001,Taha,March,Absent,0.59,5.76,3,66.2,49,12,87.29,Low,Moderate,2.38,Below Average,09:18.4,Business Analytics
S1026,Student_1_26,B001,Taha,March,Absent,0.75,6.44,2,73.6,35,14,59.84,Medium,Low,2.07,Below Average,13:59.2,Business Analytics
S1027,Student_1_27,B001,Taha,March,Present,0.6,1.39,2,73,46,11,99.31,High,Low,3.65,Above Average,09:06.7,Business Analytics
S1028,Student_1_28,B001,Taha,March,Absent,0.44,9.24,0,42.8,50,14,78.44,High,Moderate,2.31,Below Average,05:42.3,Business Analytics
S1029,Student_1_29,B001,Taha,March,Present,0.77,7.63,1,90.2,45,4,25.97,High,High,2.98,Average,10:25.4,Business Analytics
S1030,Student_1_30,B001,Taha,March,Present,0.58,1.62,3,56.3,47,9,20.36,High,High,3.66,Above Average,11:26.4,Business Analytics
S2001,Student_2_1,B002,Ahsan,January,Present,0.93,3.96,3,67.4,39,12,36.29,High,Moderate,2.52,Average,12:38.6,Data Science
S2002,Student_2_2,B002,Ahsan,January,Present,0.78,4.9,0,73.4,48,12,12.1,High,High,3.71,Excellent,11:35.5,Data Science
S2003,Student_2_3,B002,Ahsan,January,Present,0.59,5.9,0,59.1,45,1,97.2,Medium,High,3.61,Above Average,03:47.7,Data Science
S2004,Student_2_4,B002,Ahsan,January,Absent,0.89,4.18,2,89.5,35,13,68.86,Low,Low,3.35,Above Average,21:12.2,Data Science
S2005,Student_2_5,B002,Ahsan,January,Present,0.7,7.78,1,51.8,46,3,80.43,Low,Moderate,2.41,Below Average,22:00.4,Data Science
S2006,Student_2_6,B002,Ahsan,January,Present,0.97,6.69,2,41.7,30,7,91.12,High,High,3.06,Average,18:58.5,Data Science
S2007,Student_2_7,B002,Ahsan,January,Absent,0.77,8.12,2,45.6,36,6,96.14,Medium,Moderate,3.69,Above Average,19:57.3,Data Science
S2008,Student_2_8,B002,Ahsan,January,Present,0.86,2.7,3,65.8,46,10,62.26,Low,High,2.42,Below Average,09:11.5,Data Science
S2009,Student_2_9,B002,Ahsan,January,Present,0.67,3.82,3,62.5,42,9,83.03,High,Low,3.18,Average,17:51.3,Data Science
S2010,Student_2_10,B002,Ahsan,January,Present,0.93,1.85,3,70,32,7,60.25,High,Moderate,2.61,Average,05:20.5,Data Science
S2011,Student_2_11,B002,Ahsan,January,Absent,0.8,7.37,2,54.6,31,15,76.6,High,Moderate,2.52,Average,00:41.1,Data Science
S2012,Student_2_12,B002,Ahsan,January,Present,0.7,9.08,2,51.1,46,5,92.75,Low,High,2.97,Average,12:25.5,Data Science
S2013,Student_2_13,B002,Ahsan,January,Absent,0.48,1.43,1,70.9,47,4,15.92,Low,High,2.21,Below Average,08:15.4,Data Science
S2014,Student_2_14,B002,Ahsan,January,Absent,0.7,1.05,0,78.2,36,7,28.26,High,Low,3.5,Above Average,05:20.5,Data Science
S2015,Student_2_15,B002,Ahsan,January,Absent,0.95,6.28,3,43.8,50,9,23.53,High,Low,3.73,Excellent,18:45.6,Data Science
S2016,Student_2_16,B002,Ahsan,January,Absent,0.71,5.6,1,44.4,36,3,10.29,Medium,Moderate,2.85,Average,02:36.4,Data Science
S2017,Student_2_17,B002,Ahsan,January,Absent,0.6,5.33,0,81.9,37,7,36.88,High,Low,3.93,Excellent,13:59.2,Data Science
S2018,Student_2_18,B002,Ahsan,January,Present,0.43,3.87,3,75.9,38,11,51.36,High,Low,3.3,Above Average,01:54.1,Data Science
S2019,Student_2_19,B002,Ahsan,January,Absent,0.89,2.08,0,48,50,3,85.11,Low,Moderate,2.42,Below Average,16:27.1,Data Science
S2020,Student_2_20,B002,Ahsan,January,Absent,0.63,3.9,1,68.9,47,8,29.8,Low,Moderate,3.57,Above Average,04:38.1,Data Science
S2021,Student_2_21,B002,Ahsan,January,Present,0.97,6.57,0,93.7,47,15,47.09,High,High,2.22,Below Average,23:47.2,Data Science
S2022,Student_2_22,B002,Ahsan,January,Present,0.54,3.85,1,74.3,47,11,90.23,Low,Low,2.07,Below Average,00:57.3,Data Science
S2023,Student_2_23,B002,Ahsan,January,Present,0.76,4.5,0,40.9,40,14,60.53,High,High,3.29,Average,08:08.0,Data Science
S2024,Student_2_24,B002,Ahsan,January,Absent,0.5,7.6,0,71,44,11,66.28,Medium,Moderate,2.23,Below Average,17:17.5,Data Science
S2025,Student_2_25,B002,Ahsan,January,Absent,0.78,6.83,1,99.2,39,13,92.15,Low,Low,3.81,Excellent,22:43.5,Data Science
S2026,Student_2_26,B002,Ahsan,January,Absent,0.45,3.08,1,87.1,40,14,52.61,Medium,Moderate,2.37,Below Average,18:13.9,Data Science
S2027,Student_2_27,B002,Ahsan,January,Present,0.82,9.92,3,94.9,37,11,48.01,High,Low,2.75,Average,23:38.6,Data Science
S2028,Student_2_28,B002,Ahsan,January,Absent,0.97,4.21,0,83.2,33,4,13.63,Medium,High,2.48,Below Average,02:05.1,Data Science
S2029,Student_2_29,B002,Ahsan,January,Absent,0.75,5.2,1,56.2,38,6,10.04,High,Moderate,2.07,Below Average,18:03.4,Data Science
S2030,Student_2_30,B002,Ahsan,January,Absent,0.58,4.68,0,90.7,43,1,71.32,High,Low,2.28,Below Average,08:52.2,Data Science
S2001,Student_2_1,B002,Ahsan,February,Absent,0.75,9.09,0,63.5,39,4,29.99,High,Moderate,3.02,Average,13:51.5,Data Science
S2002,Student_2_2,B002,Ahsan,February,Present,0.44,7.41,3,56.2,46,14,13.82,Low,High,2.59,Average,09:31.3,Data Science
S2003,Student_2_3,B002,Ahsan,February,Absent,0.66,4.47,1,92.9,40,7,45.87,High,High,2.1,Below Average,13:59.3,Data Science
S2004,Student_2_4,B002,Ahsan,February,Present,0.97,2.25,3,70.6,49,4,19.16,Low,Moderate,3,Average,09:35.0,Data Science
S2005,Student_2_5,B002,Ahsan,February,Present,0.96,5.93,1,48.8,43,13,50.75,Medium,High,2.72,Average,17:29.2,Data Science
S2006,Student_2_6,B002,Ahsan,February,Present,0.92,9.24,3,47.2,45,14,21.96,High,Low,2.65,Average,10:59.3,Data Science
S2007,Student_2_7,B002,Ahsan,February,Absent,0.91,7.85,0,80,39,5,96.33,High,High,2.38,Below Average,16:30.4,Data Science
S2008,Student_2_8,B002,Ahsan,February,Absent,0.73,5.64,3,86.9,46,13,21.51,High,Low,3.26,Average,17:20.4,Data Science
S2009,Student_2_9,B002,Ahsan,February,Absent,0.74,3.22,2,87.4,34,9,52.33,High,Moderate,3.24,Average,16:49.4,Data Science
S2010,Student_2_10,B002,Ahsan,February,Absent,0.56,6.33,2,68.1,43,2,51.87,Low,Moderate,2.6,Average,00:30.3,Data Science
S2011,Student_2_11,B002,Ahsan,February,Absent,0.6,1.6,2,65.4,46,13,25.7,Low,Moderate,3.75,Excellent,00:19.3,Data Science
S2012,Student_2_12,B002,Ahsan,February,Present,0.95,2.22,0,59.9,45,5,36.06,Low,Low,2.35,Below Average,02:20.6,Data Science
S2013,Student_2_13,B002,Ahsan,February,Present,0.74,5.56,2,93.9,49,11,26.11,Low,High,3.12,Average,19:50.4,Data Science
S2014,Student_2_14,B002,Ahsan,February,Present,0.55,9.75,2,93.6,47,12,27.99,High,Moderate,3.63,Above Average,08:34.3,Data Science
S2015,Student_2_15,B002,Ahsan,February,Absent,0.59,4.33,1,95.3,40,3,15.61,Medium,Low,2.29,Below Average,06:50.8,Data Science
S2016,Student_2_16,B002,Ahsan,February,Absent,0.51,3.25,1,46.7,47,10,28.17,Medium,High,3.94,Excellent,06:07.4,Data Science
S2017,Student_2_17,B002,Ahsan,February,Present,0.77,6.97,3,68.2,45,10,14.06,Low,Moderate,3.38,Above Average,22:57.5,Data Science
S2018,Student_2_18,B002,Ahsan,February,Absent,0.65,7.76,3,75.9,48,8,65.93,Medium,High,3.95,Excellent,16:54.1,Data Science
S2019,Student_2_19,B002,Ahsan,February,Present,0.95,2.68,0,47.5,35,10,60.01,High,High,2.88,Average,19:27.3,Data Science
S2020,Student_2_20,B002,Ahsan,February,Present,0.46,6.89,0,84.2,43,1,26.05,Low,Low,3.39,Above Average,06:52.4,Data Science
S2021,Student_2_21,B002,Ahsan,February,Absent,0.64,7,3,68.6,45,15,79.78,Low,Moderate,2.8,Average,00:47.4,Data Science
S2022,Student_2_22,B002,Ahsan,February,Absent,0.53,5.69,1,45.3,36,2,49.61,Medium,Moderate,3.36,Above Average,09:42.6,Data Science
S2023,Student_2_23,B002,Ahsan,February,Absent,0.59,9.19,0,40.8,34,5,97.39,High,Moderate,3.91,Excellent,18:11.4,Data Science
S2024,Student_2_24,B002,Ahsan,February,Absent,0.78,9.7,0,76.4,35,11,16.77,High,High,3.8,Excellent,01:55.4,Data Science
S2025,Student_2_25,B002,Ahsan,February,Present,0.47,5.15,1,98,38,12,10.76,Low,Low,2.75,Average,13:59.2,Data Science
S2026,Student_2_26,B002,Ahsan,February,Present,0.5,7.58,1,43.3,38,15,53.78,Medium,Low,3.88,Excellent,14:10.5,Data Science
S2027,Student_2_27,B002,Ahsan,February,Absent,0.86,9.5,3,68.4,45,11,65.34,Low,Moderate,3.89,Excellent,16:54.2,Data Science
S2028,Student_2_28,B002,Ahsan,February,Absent,0.52,9.55,1,95.3,38,10,35.27,High,High,2.73,Average,07:31.6,Data Science
S2029,Student_2_29,B002,Ahsan,February,Absent,0.6,1.57,2,85.9,48,8,26.02,High,Low,2,Below Average,08:44.4,Data Science
S2030,Student_2_30,B002,Ahsan,February,Absent,0.93,1.36,0,84.9,49,8,59.62,Low,High,2.44,Below Average,15:30.2,Data Science
S2001,Student_2_1,B002,Ahsan,March,Absent,0.68,6.09,0,98.5,49,14,17.93,Low,High,2.54,Average,06:51.4,Data Science
S2002,Student_2_2,B002,Ahsan,March,Absent,0.43,2.97,1,94.4,46,8,25.14,Medium,Low,2.18,Below Average,12:13.9,Data Science
S2003,Student_2_3,B002,Ahsan,March,Present,0.78,4.69,2,64.8,36,15,21.48,High,Low,2.94,Average,20:40.0,Data Science
S2004,Student_2_4,B002,Ahsan,March,Present,0.79,3.77,2,43.2,49,5,71.75,Medium,Low,3.83,Excellent,23:23.5,Data Science
S2005,Student_2_5,B002,Ahsan,March,Absent,0.9,2.16,2,46.3,50,7,59.91,High,Moderate,2.36,Below Average,13:31.8,Data Science
S2006,Student_2_6,B002,Ahsan,March,Absent,0.85,2.44,1,83.3,45,4,15.64,Medium,Moderate,3.97,Excellent,22:22.3,Data Science
S2007,Student_2_7,B002,Ahsan,March,Absent,0.83,4.18,2,60,33,15,30.58,Medium,Moderate,2.13,Below Average,17:57.3,Data Science
S2008,Student_2_8,B002,Ahsan,March,Present,0.96,5.34,1,87,41,12,52.8,Medium,High,3.89,Excellent,12:37.1,Data Science
S2009,Student_2_9,B002,Ahsan,March,Absent,0.58,8.54,3,53.3,49,7,57.69,High,Moderate,2.54,Average,22:28.6,Data Science
S2010,Student_2_10,B002,Ahsan,March,Absent,0.89,7.11,3,60.3,50,4,51.11,Low,Low,3.37,Above Average,06:10.1,Data Science
S2011,Student_2_11,B002,Ahsan,March,Absent,0.58,9.87,0,81.4,50,6,86.94,Medium,Moderate,3.54,Above Average,18:35.3,Data Science
S2012,Student_2_12,B002,Ahsan,March,Present,0.85,1.39,2,43.5,47,3,47.55,High,High,3.11,Average,13:37.2,Data Science
S2013,Student_2_13,B002,Ahsan,March,Present,0.81,6.59,2,95.4,46,5,97.15,Medium,High,3.6,Above Average,00:00.4,Data Science
S2014,Student_2_14,B002,Ahsan,March,Absent,0.65,5.05,1,55.2,45,9,32.39,Medium,Low,2.1,Below Average,08:10.5,Data Science
S2015,Student_2_15,B002,Ahsan,March,Absent,0.85,9.21,3,88.3,31,1,40.77,High,Low,3.63,Above Average,19:46.5,Data Science
S2016,Student_2_16,B002,Ahsan,March,Present,0.88,8.6,0,71.6,40,6,19.71,High,Moderate,3.9,Excellent,03:47.7,Data Science
S2017,Student_2_17,B002,Ahsan,March,Absent,0.92,6.65,3,73.5,41,6,65.47,Low,Low,2.42,Below Average,05:23.2,Data Science
S2018,Student_2_18,B002,Ahsan,March,Absent,0.88,2.24,3,96,50,8,71.17,Medium,Moderate,2.99,Average,17:13.4,Data Science
S2019,Student_2_19,B002,Ahsan,March,Present,0.97,4.33,0,73.8,34,13,58.67,Medium,Moderate,2.44,Below Average,21:21.2,Data Science
S2020,Student_2_20,B002,Ahsan,March,Absent,0.6,9.7,1,51.3,40,7,66.66,Low,Moderate,2.18,Below Average,03:29.4,Data Science
S2021,Student_2_21,B002,Ahsan,March,Present,0.97,8.93,1,87.1,40,1,80.49,Medium,High,2.9,Average,22:20.3,Data Science
S2022,Student_2_22,B002,Ahsan,March,Absent,0.7,1.84,2,67.8,35,13,77.35,Medium,High,2.12,Below Average,19:49.4,Data Science
S2023,Student_2_23,B002,Ahsan,March,Present,0.82,3.74,3,59.3,45,14,83.63,Medium,Low,2.47,Below Average,21:02.3,Data Science
S2024,Student_2_24,B002,Ahsan,March,Present,0.47,3.74,3,56.3,30,14,68.58,Medium,High,2.98,Average,03:54.4,Data Science
S2025,Student_2_25,B002,Ahsan,March,Present,0.96,6.6,0,86.2,50,12,23.28,High,Moderate,3.55,Above Average,09:31.5,Data Science
S2026,Student_2_26,B002,Ahsan,March,Absent,0.53,3.24,1,95.1,35,5,13.64,Low,High,4,Excellent,20:23.4,Data Science
S2027,Student_2_27,B002,Ahsan,March,Present,0.82,9.96,1,96,49,1,86.13,High,Moderate,3.21,Average,00:27.4,Data Science
S2028,Student_2_28,B002,Ahsan,March,Present,0.94,8.98,2,96.7,32,13,73.29,Medium,High,3.35,Above Average,02:18.5,Data Science
S2029,Student_2_29,B002,Ahsan,March,Present,0.65,8.92,2,60.8,48,10,49.05,High,Low,2.79,Average,09:43.5,Data Science
S2030,Student_2_30,B002,Ahsan,March,Present,0.79,7.33,1,67.3,42,10,12.61,Low,Moderate,2.57,Average,13:05.3,Data Science
S3001,Student_3_1,B003,Saad,January,Present,0.89,3.74,2,49.3,37,5,57.27,High,High,3.52,Above Average,22:32.9,ML/DL
S3002,Student_3_2,B003,Saad,January,Present,0.42,9.66,1,80.9,43,8,12.83,Low,Moderate,2.89,Average,10:14.2,ML/DL
S3003,Student_3_3,B003,Saad,January,Absent,0.87,4.06,1,58.1,37,5,85.24,Low,Moderate,2.78,Average,23:51.3,ML/DL
S3004,Student_3_4,B003,Saad,January,Absent,0.61,4.05,0,51.9,49,9,99.58,Low,High,3.65,Above Average,01:00.4,ML/DL
S3005,Student_3_5,B003,Saad,January,Absent,0.51,5.52,0,73.3,47,6,37,Medium,High,3.93,Excellent,03:22.3,ML/DL
S3006,Student_3_6,B003,Saad,January,Present,0.46,8.76,3,88.4,32,13,60.08,High,Low,3.45,Above Average,15:08.4,ML/DL
S3007,Student_3_7,B003,Saad,January,Absent,0.57,3.99,1,93.9,37,1,28.91,High,Low,3.06,Average,18:46.6,ML/DL
S3008,Student_3_8,B003,Saad,January,Absent,0.53,6.85,0,57.8,35,4,83.67,Low,Moderate,3.5,Above Average,16:55.5,ML/DL
S3009,Student_3_9,B003,Saad,January,Absent,0.53,3.14,0,52.5,32,4,20.04,Medium,Moderate,3.05,Average,22:09.3,ML/DL
